OBJECTID,location,Metropolitan_Nonmetropolitan,crime_majority,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,GEOIDFQ
1787,"Lac qui Parle County, Minnesota",Nonmetropolitan County,Property Crimes,34,0,0,0,0,0,17,2,14,1,0,0,0,0,0,0,50,5.882352941,41.17647059,2.941176471,0,0500000US27073
1788,"Cache County, Utah",Metropolitan County,Property Crimes,447,49,1,14,1,33,174,27,136,11,1,10.96196868,0.223713647,3.131991051,0.223713647,7.382550336,38.9261745,6.040268456,30.42505593,2.460850112,0.223713647,0500000US49005
1789,"Pierce County, Wisconsin",Metropolitan County,Property Crimes,108,12,0,1,1,10,42,7,29,6,0,11.11111111,0,0.925925926,0.925925926,9.259259259,38.88888889,6.481481481,26.85185185,5.555555556,0,0500000US55093
1790,"Charlton County, Georgia",,,,,,,,,,,,,,,,,,,,,,,,0500000US13049
1791,"Polk County, Georgia",Nonmetropolitan County,Property Crimes,662,24,0,4,1,19,306,37,149,120,2,3.625377644,0,0.604229607,0.151057402,2.870090634,46.22356495,5.589123867,22.50755287,18.12688822,0.302114804,0500000US13233
1792,"Wasatch County, Utah",Nonmetropolitan County,Property Crimes,236,26,1,3,1,21,92,7,75,10,0,11.01694915,0.423728814,1.271186441,0.423728814,8.898305085,38.98305085,2.966101695,31.77966102,4.237288136,0,0500000US49051
1793,"Caribou County, Idaho",,,,,,,,,,,,,,,,,,,,,,,,0500000US16029
1794,"Rockingham County, North Carolina",Metropolitan County,Property Crimes,860,65,1,20,3,41,364,95,227,42,2,7.558139535,0.11627907,2.325581395,0.348837209,4.76744186,42.3255814,11.04651163,26.39534884,4.88372093,0.23255814,0500000US37157
1795,"Prairie County, Arkansas",Nonmetropolitan County,Property Crimes,158,38,0,3,0,35,40,17,17,6,2,24.05063291,0,1.898734177,0,22.15189873,25.3164557,10.75949367,10.75949367,3.797468354,1.265822785,0500000US05117
1796,"Bradley County, Arkansas",Nonmetropolitan County,Property Crimes,127,17,0,2,0,15,46,12,19,15,1,13.38582677,0,1.57480315,0,11.81102362,36.22047244,9.448818898,14.96062992,11.81102362,0.787401575,0500000US05011
1797,"Hamilton County, Texas",Nonmetropolitan County,Property Crimes,44,4,0,0,0,4,18,5,8,5,0,9.090909091,0,0,0,9.090909091,40.90909091,11.36363636,18.18181818,11.36363636,0,0500000US48193
1798,"Fayette County, Kentucky",Metropolitan County,Property Crimes,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,50,0,50,0,0,0500000US21067
1799,"Hancock County, Kentucky",Nonmetropolitan County,Property Crimes,38,5,0,0,1,4,14,2,9,3,0,13.15789474,0,0,2.631578947,10.52631579,36.84210526,5.263157895,23.68421053,7.894736842,0,0500000US21091
1800,"Brown County, South Dakota",Nonmetropolitan County,Property Crimes,64,13,0,2,0,11,19,0,14,5,0,20.3125,0,3.125,0,17.1875,29.6875,0,21.875,7.8125,0,0500000US46013
1801,"Barbour County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US54001
1802,"Wayne County, Tennessee",Nonmetropolitan County,Property Crimes,101,13,0,0,1,12,37,4,26,7,1,12.87128713,0,0,0.99009901,11.88118812,36.63366337,3.96039604,25.74257426,6.930693069,0.99009901,0500000US47181
1803,"Box Butte County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31013
1804,"Northumberland County, Pennsylvania",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42097
1805,"Victoria County, Texas",Metropolitan County,Property Crimes,536,84,1,16,2,65,183,69,91,23,2,15.67164179,0.186567164,2.985074627,0.373134328,12.12686567,34.14179104,12.87313433,16.97761194,4.291044776,0.373134328,0500000US48469
1806,"Buena Vista city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US51530
1807,"St. Clair County, Michigan",Metropolitan County,Property Crimes,1165,161,0,28,2,131,418,78,309,31,7,13.81974249,0,2.403433476,0.17167382,11.24463519,35.87982833,6.69527897,26.52360515,2.660944206,0.600858369,0500000US26147
1808,"Thurston County, Nebraska",Nonmetropolitan County,Property Crimes,38,1,0,0,0,1,18,2,12,4,0,2.631578947,0,0,0,2.631578947,47.36842105,5.263157895,31.57894737,10.52631579,0,0500000US31173
1809,"Lamoille County, Vermont",Nonmetropolitan County,Property Crimes,84,7,0,1,0,6,35,9,26,0,0,8.333333333,0,1.19047619,0,7.142857143,41.66666667,10.71428571,30.95238095,0,0,0500000US50015
1810,"Franklin County, Virginia",Metropolitan County,Property Crimes,831,70,1,16,2,51,345,92,217,36,1,8.423586041,0.120336943,1.925391095,0.240673887,6.137184116,41.51624549,11.0709988,26.11311673,4.332129964,0.120336943,0500000US51067
1811,"Blaine County, Oklahoma",Nonmetropolitan County,Property Crimes,115,11,1,3,0,7,46,10,23,13,1,9.565217391,0.869565217,2.608695652,0,6.086956522,40,8.695652174,20,11.30434783,0.869565217,0500000US40011
1812,"Johnson County, Iowa",Metropolitan County,Property Crimes,349,52,0,7,0,45,121,38,72,11,3,14.89971347,0,2.005730659,0,12.89398281,34.67048711,10.88825215,20.63037249,3.151862464,0.859598854,0500000US19103
1813,"Neosho County, Kansas",Nonmetropolitan County,Property Crimes,120,4,0,1,0,3,54,17,32,5,4,3.333333333,0,0.833333333,0,2.5,45,14.16666667,26.66666667,4.166666667,3.333333333,0500000US20133
1814,"Greenup County, Kentucky",Metropolitan County,Property Crimes,46,5,1,0,0,4,18,2,8,8,0,10.86956522,2.173913043,0,0,8.695652174,39.13043478,4.347826087,17.39130435,17.39130435,0,0500000US21089
1815,"Linn County, Kansas",Metropolitan County,Property Crimes,124,10,0,1,0,9,52,13,31,8,0,8.064516129,0,0.806451613,0,7.258064516,41.93548387,10.48387097,25,6.451612903,0,0500000US20107
1816,"Garfield County, Utah",Nonmetropolitan County,Property Crimes,100,5,0,1,0,4,45,4,40,1,0,5,0,1,0,4,45,4,40,1,0,0500000US49017
1817,"Eureka County, Nevada",Nonmetropolitan County,Property Crimes,91,18,0,9,0,9,27,9,13,5,1,19.78021978,0,9.89010989,0,9.89010989,29.67032967,9.89010989,14.28571429,5.494505495,1.098901099,0500000US32011
1818,"Hayes County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31085
1819,"Montmorency County, Michigan",Nonmetropolitan County,Property Crimes,25,2,0,1,0,1,10,3,7,0,1,8,0,4,0,4,40,12,28,0,4,0500000US26119
1820,"Oscoda County, Michigan",Nonmetropolitan County,Property Crimes,106,18,0,2,0,16,35,7,23,5,0,16.98113208,0,1.886792453,0,15.09433962,33.01886792,6.603773585,21.69811321,4.716981132,0,0500000US26135
1821,"Colfax County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,0500000US35007
1822,"St. Clair County, Illinois",Metropolitan County,Property Crimes,734,97,0,8,2,87,270,62,150,58,0,13.21525886,0,1.089918256,0.272479564,11.85286104,36.78474114,8.446866485,20.4359673,7.901907357,0,0500000US17163
1823,"Washington County, Illinois",,,,,,,,,,,,,,,,,,,,,,,,0500000US17189
1824,"Bedford County, Pennsylvania",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42009
1825,"Scott County, Arkansas",Nonmetropolitan County,Property Crimes,87,8,0,2,0,6,35,13,20,2,1,9.195402299,0,2.298850575,0,6.896551724,40.22988506,14.94252874,22.98850575,2.298850575,1.149425287,0500000US05127
1826,"Labette County, Kansas",Nonmetropolitan County,Property Crimes,69,6,0,1,0,5,28,8,17,3,1,8.695652174,0,1.449275362,0,7.246376812,40.57971014,11.5942029,24.63768116,4.347826087,1.449275362,0500000US20099
1827,"Callahan County, Texas",Metropolitan County,Property Crimes,136,22,0,2,3,17,46,15,22,9,0,16.17647059,0,1.470588235,2.205882353,12.5,33.82352941,11.02941176,16.17647059,6.617647059,0,0500000US48059
1828,"Rains County, Texas",Nonmetropolitan County,Property Crimes,40,2,0,0,0,2,18,5,8,5,0,5,0,0,0,5,45,12.5,20,12.5,0,0500000US48379
1829,"Grant County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,0500000US20067
1830,"Lee County, Virginia",Nonmetropolitan County,Property Crimes,486,30,1,3,0,26,212,38,164,10,2,6.172839506,0.205761317,0.617283951,0,5.349794239,43.62139918,7.818930041,33.74485597,2.057613169,0.411522634,0500000US51105
1831,"Sierra County, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,0500000US35051
1832,"Drew County, Arkansas",Nonmetropolitan County,Property Crimes,152,20,0,4,1,15,56,19,29,8,0,13.15789474,0,2.631578947,0.657894737,9.868421053,36.84210526,12.5,19.07894737,5.263157895,0,0500000US05043
1833,"Morrill County, Nebraska",Nonmetropolitan County,Property Crimes,24,1,0,0,0,1,11,0,9,2,0,4.166666667,0,0,0,4.166666667,45.83333333,0,37.5,8.333333333,0,0500000US31123
1834,"Daniels County, Montana",Nonmetropolitan County,Violent Crimes,12,4,0,0,0,4,2,0,2,0,0,33.33333333,0,0,0,33.33333333,16.66666667,0,16.66666667,0,0,0500000US30019
1835,"Leon County, Florida",Metropolitan County,Property Crimes,4469,481,5,83,48,345,1751,255,1412,84,5,10.76303424,0.111881853,1.857238756,1.074065787,7.719847841,39.18102484,5.705974491,31.59543522,1.879615126,0.111881853,0500000US12073
1836,"Payne County, Oklahoma",Nonmetropolitan County,Property Crimes,385,27,0,7,1,19,165,46,97,22,1,7.012987013,0,1.818181818,0.25974026,4.935064935,42.85714286,11.94805195,25.19480519,5.714285714,0.25974026,0500000US40119
1837,"Covington County, Alabama",Nonmetropolitan County,Property Crimes,18,1,0,0,0,1,8,2,5,1,0,5.555555556,0,0,0,5.555555556,44.44444444,11.11111111,27.77777778,5.555555556,0,0500000US01039
1838,"Lawrence County, Indiana",Nonmetropolitan County,Violent Crimes,170,45,1,3,0,41,40,16,20,4,0,26.47058824,0.588235294,1.764705882,0,24.11764706,23.52941176,9.411764706,11.76470588,2.352941176,0,0500000US18093
1839,"Gray County, Kansas",Nonmetropolitan County,Property Crimes,61,2,0,0,1,1,28,8,19,1,1,3.278688525,0,0,1.639344262,1.639344262,45.90163934,13.1147541,31.14754098,1.639344262,1.639344262,0500000US20069
1840,"Casey County, Kentucky",Nonmetropolitan County,Property Crimes,42,9,0,1,0,8,12,3,5,4,0,21.42857143,0,2.380952381,0,19.04761905,28.57142857,7.142857143,11.9047619,9.523809524,0,0500000US21045
1841,"Metcalfe County, Kentucky",Nonmetropolitan County,Property Crimes,46,1,0,0,0,1,22,5,12,5,0,2.173913043,0,0,0,2.173913043,47.82608696,10.86956522,26.08695652,10.86956522,0,0500000US21169
1842,"Russell County, Kentucky",Nonmetropolitan County,Property Crimes,42,2,0,0,0,2,19,7,8,4,0,4.761904762,0,0,0,4.761904762,45.23809524,16.66666667,19.04761905,9.523809524,0,0500000US21207
1843,"Beauregard Parish, Louisiana",Nonmetropolitan County,Property Crimes,228,24,0,2,1,21,89,14,59,16,2,10.52631579,0,0.877192982,0.438596491,9.210526316,39.03508772,6.140350877,25.87719298,7.01754386,0.877192982,0500000US22011
1844,"Somerset County, Maine",Nonmetropolitan County,Property Crimes,817,37,0,13,4,20,370,49,263,58,3,4.52876377,0,1.591187271,0.489596083,2.447980416,45.2876377,5.99755202,32.19094247,7.099143207,0.367197062,0500000US23025
1845,"Cimarron County, Oklahoma",Nonmetropolitan County,Property Crimes,6,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,50,33.33333333,16.66666667,0,0,0500000US40025
1846,"Jackson County, Iowa",Nonmetropolitan County,Property Crimes,100,15,0,0,0,15,34,12,21,1,2,15,0,0,0,15,34,12,21,1,2,0500000US19097
1847,"Nelson County, North Dakota",Nonmetropolitan County,Property Crimes,18,4,0,1,0,3,5,3,2,0,0,22.22222222,0,5.555555556,0,16.66666667,27.77777778,16.66666667,11.11111111,0,0,0500000US38063
1848,"Clinton County, New York",,,,,,,,,,,,,,,,,,,,,,,,0500000US36019
1849,"Garfield County, Colorado",Nonmetropolitan County,Property Crimes,526,92,0,28,1,63,170,26,116,28,2,17.4904943,0,5.323193916,0.190114068,11.97718631,32.31939163,4.942965779,22.05323194,5.323193916,0.380228137,0500000US08045
1850,"Mackinac County, Michigan",Nonmetropolitan County,Property Crimes,138,4,0,0,0,4,65,7,54,4,0,2.898550725,0,0,0,2.898550725,47.10144928,5.072463768,39.13043478,2.898550725,0,0500000US26097
1851,"McCulloch County, Texas",Nonmetropolitan County,Property Crimes,26,1,0,0,0,1,12,5,4,3,0,3.846153846,0,0,0,3.846153846,46.15384615,19.23076923,15.38461538,11.53846154,0,0500000US48307
1852,"Tishomingo County, Mississippi",Nonmetropolitan County,Property Crimes,263,30,0,6,2,22,101,30,57,14,1,11.40684411,0,2.281368821,0.760456274,8.365019011,38.40304183,11.40684411,21.6730038,5.323193916,0.380228137,0500000US28141
1853,"Crockett County, Texas",Nonmetropolitan County,Property Crimes,63,6,1,2,0,3,24,10,9,5,3,9.523809524,1.587301587,3.174603175,0,4.761904762,38.0952381,15.87301587,14.28571429,7.936507937,4.761904762,0500000US48105
1854,"Hill County, Texas",Nonmetropolitan County,Property Crimes,391,40,1,18,0,21,155,32,111,12,1,10.23017903,0.255754476,4.603580563,0,5.37084399,39.64194373,8.184143223,28.3887468,3.069053708,0.255754476,0500000US48217
1855,"Logan County, Colorado",Nonmetropolitan County,Property Crimes,126,17,0,1,0,16,45,10,24,11,2,13.49206349,0,0.793650794,0,12.6984127,35.71428571,7.936507937,19.04761905,8.73015873,1.587301587,0500000US08075
1856,"Finney County, Kansas",Nonmetropolitan County,Property Crimes,305,57,0,7,2,48,94,37,42,15,3,18.68852459,0,2.295081967,0.655737705,15.73770492,30.81967213,12.13114754,13.7704918,4.918032787,0.983606557,0500000US20055
1857,"Waller County, Texas",Metropolitan County,Property Crimes,1001,63,3,13,2,45,437,76,276,85,1,6.293706294,0.2997003,1.298701299,0.1998002,4.495504496,43.65634366,7.592407592,27.57242757,8.491508492,0.0999001,0500000US48473
1858,"Monroe County, Alabama",Nonmetropolitan County,Property Crimes,95,16,0,0,0,16,31,4,20,7,1,16.84210526,0,0,0,16.84210526,32.63157895,4.210526316,21.05263158,7.368421053,1.052631579,0500000US01099
1859,"Essex County, Vermont",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US50009
1860,"Benton County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,0500000US29015
1861,"Pike County, Arkansas",Nonmetropolitan County,Property Crimes,66,6,1,0,0,5,27,10,15,2,0,9.090909091,1.515151515,0,0,7.575757576,40.90909091,15.15151515,22.72727273,3.03030303,0,0500000US05109
1862,"Mesa County, Colorado",Metropolitan County,Property Crimes,2122,165,1,33,10,121,886,143,644,99,20,7.775683318,0.047125353,1.555136664,0.471253534,5.702167766,41.75306315,6.738925542,30.34872762,4.665409991,0.942507069,0500000US08077
1863,"Dent County, Missouri",Nonmetropolitan County,Property Crimes,125,15,1,3,0,11,47,22,15,10,1,12,0.8,2.4,0,8.8,37.6,17.6,12,8,0.8,0500000US29065
1864,"Tazewell County, Virginia",Nonmetropolitan County,Property Crimes,584,38,0,12,1,25,253,41,182,30,2,6.506849315,0,2.054794521,0.171232877,4.280821918,43.32191781,7.020547945,31.16438356,5.136986301,0.342465753,0500000US51185
1865,"Pike County, Pennsylvania",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42103
1866,"Susquehanna County, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,0500000US42115
1867,"Morris County, Texas",Nonmetropolitan County,Property Crimes,158,33,1,3,4,25,45,18,21,6,2,20.88607595,0.632911392,1.898734177,2.53164557,15.82278481,28.48101266,11.39240506,13.29113924,3.797468354,1.265822785,0500000US48343
1868,"Washington County, Pennsylvania",Metropolitan County,Property Crimes,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,50,0,50,0,0,0500000US42125
1869,"Addison County, Vermont",Nonmetropolitan County,Property Crimes,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,50,0,50,0,0,0500000US50001
1870,"Leavenworth County, Kansas",Metropolitan County,Property Crimes,145,34,0,1,0,33,37,8,29,0,3,23.44827586,0,0.689655172,0,22.75862069,25.51724138,5.517241379,20,0,2.068965517,0500000US20103
1871,"Muskegon County, Michigan",Metropolitan County,Property Crimes,556,42,1,13,1,27,234,48,165,21,4,7.553956835,0.179856115,2.338129496,0.179856115,4.856115108,42.08633094,8.633093525,29.67625899,3.776978417,0.71942446,0500000US26121
1872,"Lynchburg city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,0500000US51680
1873,"Saline County, Arkansas",Metropolitan County,Property Crimes,1419,162,6,27,2,127,546,284,210,52,3,11.41649049,0.422832981,1.902748414,0.140944327,8.949964764,38.47780127,20.01409443,14.79915433,3.664552502,0.21141649,0500000US05125
1874,"Monroe County, Pennsylvania",Nonmetropolitan County,Violent Crimes,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0500000US42089
1875,"Newton County, Arkansas",Nonmetropolitan County,Property Crimes,112,18,0,6,0,12,38,5,29,4,0,16.07142857,0,5.357142857,0,10.71428571,33.92857143,4.464285714,25.89285714,3.571428571,0,0500000US05101
1876,"Cavalier County, North Dakota",Nonmetropolitan County,Property Crimes,34,2,0,1,0,1,15,5,10,0,0,5.882352941,0,2.941176471,0,2.941176471,44.11764706,14.70588235,29.41176471,0,0,0500000US38019
1877,"Dale County, Alabama",Nonmetropolitan County,Property Crimes,225,37,2,5,1,29,75,13,55,7,1,16.44444444,0.888888889,2.222222222,0.444444444,12.88888889,33.33333333,5.777777778,24.44444444,3.111111111,0.444444444,0500000US01045
1878,"Logan County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,0500000US20109
1879,"Madera County, California",Metropolitan County,Property Crimes,2650,338,2,31,21,284,980,69,855,56,14,12.75471698,0.075471698,1.169811321,0.79245283,10.71698113,36.98113208,2.603773585,32.26415094,2.113207547,0.528301887,0500000US06039
1880,"Gentry County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,0500000US29075
1881,"Blaine County, Nebraska",,,,,,,,,,,,,,,,,,,,,,,,0500000US31009
1882,"Daggett County, Utah",,,,,,,,,,,,,,,,,,,,,,,,0500000US49009
1883,"Platte County, Wyoming",Nonmetropolitan County,Violent Crimes,14,4,0,4,0,0,3,0,1,2,0,28.57142857,0,28.57142857,0,0,21.42857143,0,7.142857143,14.28571429,0,0500000US56031
1884,"Gaston County, North Carolina",Metropolitan County,Property Crimes,1693,170,9,20,11,130,673,198,350,125,7,10.04134672,0.531600709,1.181334908,0.6497342,7.678676905,39.75191967,11.69521559,20.6733609,7.383343178,0.413467218,0500000US37071
1885,"Hickman County, Tennessee",Metropolitan County,Property Crimes,458,80,1,11,0,68,148,40,81,27,2,17.46724891,0.218340611,2.401746725,0,14.84716157,32.31441048,8.733624454,17.68558952,5.895196507,0.436681223,0500000US47081
1886,"Tunica County, Mississippi",Metropolitan County,Property Crimes,868,51,4,8,7,32,383,35,289,59,0,5.875576037,0.460829493,0.921658986,0.806451613,3.686635945,44.12442396,4.032258065,33.29493088,6.797235023,0,0500000US28143
1887,"Harrison County, Missouri",,,,,,,,,,,,,,,,,,,,,,,,0500000US29081
1888,"Canóvanas Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72029
1889,"Bartholomew County, Indiana",Metropolitan County,Property Crimes,46,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,50,50,0,0,0,0500000US18005
1890,"Paulding County, Georgia",Metropolitan County,Property Crimes,3097,412,4,44,15,349,1132,120,906,106,9,13.30319664,0.129157249,1.420729738,0.484339684,11.26896997,36.55150145,3.874717469,29.25411689,3.422667097,0.29060381,0500000US13223
1891,"Brown County, Ohio",,,,,,,,,,,,,,,,,,,,,,,,0500000US39015
1892,"Putnam County, Tennessee",Nonmetropolitan County,Property Crimes,502,59,1,9,2,47,191,47,124,20,2,11.75298805,0.199203187,1.792828685,0.398406375,9.362549801,38.04780876,9.362549801,24.70119522,3.984063745,0.398406375,0500000US47141
1893,"Ward County, North Dakota",Metropolitan County,Property Crimes,166,34,0,9,1,24,49,10,28,11,0,20.48192771,0,5.421686747,0.602409639,14.45783133,29.51807229,6.024096386,16.86746988,6.626506024,0,0500000US38101
1894,"Worcester County, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,0500000US25027
1895,"Logan County, Ohio",Nonmetropolitan County,Property Crimes,190,14,0,8,0,6,81,16,65,0,0,7.368421053,0,4.210526316,0,3.157894737,42.63157895,8.421052632,34.21052632,0,0,0500000US39091
1896,"Kings County, California",Metropolitan County,Property Crimes,1110,154,0,7,9,138,401,74,298,29,0,13.87387387,0,0.630630631,0.810810811,12.43243243,36.12612613,6.666666667,26.84684685,2.612612613,0,0500000US06031
1897,"San Diego County, California",Metropolitan County,Property Crimes,7466,1265,9,45,128,1083,2453,448,1237,768,30,16.9434771,0.120546477,0.602732387,1.714438789,14.50575944,32.85561211,6.000535762,16.56844361,10.28663274,0.401821591,0500000US06073
1898,"Salinas Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72123
1899,"Crawford County, Georgia",Metropolitan County,Property Crimes,246,15,1,1,1,12,108,25,59,24,0,6.097560976,0.406504065,0.406504065,0.406504065,4.87804878,43.90243902,10.16260163,23.98373984,9.756097561,0,0500000US13079
1900,"Naguabo Municipio, Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,0500000US72103
