OBJECTID,Location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,GEOIDFQ
287,"Prince George County, Virginia",88225,93513,94897,73019,81343,66159,0,0,63832,98988,0500000US51149
288,"Lawrence County, Arkansas",44164,45248,45550,41136,0,0,0,0,0,35843,0500000US05075
289,"Eddy County, North Dakota",55389,54938,54938,0,0,0,56875,0,0,55221,0500000US38027
290,"Pierce County, Washington",96632,101205,101769,84325,72097,95951,79250,93750,78431,89869,0500000US53053
291,"Sagadahoc County, Maine",82080,82734,81533,89558,0,83250,0,0,0,71356,0500000US23023
292,"Sweet Grass County, Montana",69426,66047,66047,0,0,0,58239,0,91438,107946,0500000US30097
293,"Grayson County, Texas",70455,72555,73224,65962,45400,70509,82857,0,69917,62350,0500000US48181
294,"Greene County, Pennsylvania",66870,67826,67574,0,0,51250,0,0,95956,41731,0500000US42059
295,"Northwest Arctic Borough, Alaska",81298,144792,144167,0,82500,0,67061,0,0,103125,0500000US02188
296,"Ellis County, Kansas",59889,62247,62772,0,18468,163594,0,0,0,42250,0500000US20051
297,"Hale County, Alabama",41325,67734,67734,0,27120,0,0,0,0,0,0500000US01065
298,"Perry County, Alabama",34368,51667,51667,0,32791,0,0,0,0,0,0500000US01105
299,"Colbert County, Alabama",56736,64291,64018,47957,34525,154330,0,0,26667,48707,0500000US01033
300,"Pratt County, Kansas",64348,63675,63383,63929,91903,0,96875,0,55167,0,0500000US20151
301,,,,,,,,,,,,0500000US78020
302,,,,,,,,,,,,0500000US78030
303,"Bourbon County, Kentucky",56322,56984,57136,56250,0,0,0,0,0,46042,0500000US21017
304,"Rutherford County, Tennessee",82588,86843,87928,71390,65739,70905,40786,206317,63302,83222,0500000US47149
305,"Cook County, Georgia",50133,56045,57201,58587,32063,0,0,0,58949,71908,0500000US13075
306,"Lane County, Kansas",53042,52583,54083,0,0,0,0,0,0,0,0500000US20101
307,"Harper County, Oklahoma",59191,62422,64444,54375,0,0,0,0,46250,72984,0500000US40059
308,"Piatt County, Illinois",87516,88038,88038,78750,0,0,0,0,0,91667,0500000US17147
309,"Crosby County, Texas",52197,52235,72750,41979,43884,88173,0,0,52697,54276,0500000US48107
310,"Baca County, Colorado",40380,43571,44226,33125,0,0,21339,0,29145,0,0500000US08009
311,"Boundary County, Idaho",62438,67188,65052,59564,0,0,0,0,0,0,0500000US16021
312,"Bear Lake County, Idaho",67304,68224,69539,53289,0,0,0,0,71250,-2500,0500000US16007
313,"Union County, Ohio",109506,106647,106656,113203,0,201964,0,0,113269,125182,0500000US39159
314,"Cuyahoga County, Ohio",62823,77462,78322,49269,39820,90983,32286,68676,43068,57101,0500000US39035
315,"Lavaca County, Texas",61768,68034,69613,46744,42000,198309,0,0,37288,54876,0500000US48285
316,"Nowata County, Oklahoma",52679,60790,61066,49167,14417,95909,38385,0,0,52009,0500000US40105
317,"Glascock County, Georgia",55250,56188,56188,0,44940,0,0,0,0,0,0500000US13125
318,"Umatilla County, Oregon",68958,71235,71811,60938,0,0,85809,-2500,57156,66810,0500000US41059
319,"Oglala Lakota County, South Dakota",34769,84430,84430,0,0,0,33593,0,0,0,0500000US46102
320,"Matanuska-Susitna Borough, Alaska",90625,91505,92269,73008,118581,82115,73295,0,77946,91579,0500000US02170
321,"Delaware County, Indiana",56932,58894,58947,45574,31535,66250,80833,0,37465,42054,0500000US18035
322,"Levy County, Florida",53805,55531,55955,47153,40707,0,0,0,34340,51963,0500000US12075
323,"Gurabo Municipio, Puerto Rico",39532,43174,24750,39542,27476,0,0,0,42753,37817,0500000US72063
324,"Hatillo Municipio, Puerto Rico",28001,26016,0,27808,24135,0,0,0,36691,28964,0500000US72065
325,"Hancock County, Mississippi",67728,72073,72133,53792,40100,180114,55288,0,135776,54400,0500000US28045
326,"Wilcox County, Georgia",48036,58378,57766,91196,28049,0,0,0,73750,98056,0500000US13315
327,"Red River Parish, Louisiana",44539,58708,59042,0,23450,0,0,0,0,31500,0500000US22081
328,"Knox County, Tennessee",71662,76305,76391,54823,41691,94337,36097,73056,51855,56013,0500000US47093
329,"Oxford County, Maine",57933,59439,59593,0,0,95938,0,0,38981,41250,0500000US23017
330,"Norfolk County, Massachusetts",126497,132134,132213,110243,86288,134311,61007,0,97279,107182,0500000US25021
331,"Hendricks County, Indiana",99988,103246,103287,68214,86148,108095,60195,0,65856,96686,0500000US18063
332,"Jackson County, Illinois",45572,51609,51964,41578,29163,65536,0,0,41663,41250,0500000US17077
333,"Georgetown County, South Carolina",66734,78227,78704,43821,42643,0,0,0,43546,110036,0500000US45043
334,"Hettinger County, North Dakota",70827,71250,71250,0,0,0,0,0,0,0,0500000US38041
335,"Grand County, Utah",62521,62478,61184,93365,0,0,0,0,56275,105549,0500000US49019
336,"Tooele County, Utah",101846,101909,104884,88460,148856,120518,85313,89500,96768,100516,0500000US49045
337,"Hampton city, Virginia",67758,77956,79190,59424,60168,68199,75263,0,51163,69078,0500000US51650
338,"Buffalo County, Wisconsin",68722,68125,67484,87841,0,0,0,0,83500,72917,0500000US55011
339,"Frederick County, Virginia",95603,95283,95719,74669,99152,122679,250000,0,71672,107542,0500000US51069
340,"Lewis County, West Virginia",52279,53188,53188,0,0,0,0,0,0,0,0500000US54041
341,"Polk County, Minnesota",69136,72783,73727,39784,0,250000,120565,0,39828,58149,0500000US27119
342,"Redwood County, Minnesota",67024,69597,70020,89000,92961,29271,37083,0,100972,65649,0500000US27127
343,"Fayette County, Tennessee",84764,96527,96464,89293,50846,0,0,0,92105,62792,0500000US47047
344,"Lincoln County, Oregon",61314,61086,60770,67966,0,63456,25331,86250,72152,60568,0500000US41041
345,"York County, Maine",82904,82978,82839,104625,58018,85900,74167,0,119900,90697,0500000US23031
346,"Codington County, South Dakota",65080,66144,66365,0,97528,30406,24044,0,0,71842,0500000US46029
347,"Pike County, Georgia",84184,89798,89738,67266,41154,66016,0,0,0,122826,0500000US13231
348,"Stewart County, Georgia",35000,55769,55769,0,26731,0,0,0,0,0,0500000US13259
349,"Monmouth County, New Jersey",122727,126805,128268,100130,70926,170069,98813,0,85855,125648,0500000US34025
350,"Clay County, Arkansas",48500,50816,50789,97841,0,0,11304,0,0,24231,0500000US05021
351,"Faulkner County, Arkansas",65071,67632,68277,56875,47776,82521,55461,0,61563,56776,0500000US05045
352,"Delaware County, Oklahoma",55114,56762,57118,38036,0,65962,47122,0,91985,48937,0500000US40041
353,"Keokuk County, Iowa",60856,61319,61875,50469,0,0,0,0,0,0,0500000US19107
354,"Greene County, Illinois",60976,61136,61143,0,0,148625,0,0,0,53150,0500000US17061
355,"Lake County, Minnesota",75621,75836,75648,76667,0,0,0,0,0,76250,0500000US27075
356,"Troup County, Georgia",54905,73174,73021,53322,36237,104021,0,0,45964,60430,0500000US13285
357,"Humboldt County, California",61135,62608,62362,58765,0,41214,51250,0,52185,55929,0500000US06023
358,"Dickson County, Tennessee",73223,75075,74945,68466,66974,0,68250,0,60538,60893,0500000US47043
359,"Raleigh County, West Virginia",52055,54010,53885,72500,19631,250000,0,0,51440,0,0500000US54081
360,"Chaves County, New Mexico",52029,55180,61771,47767,54676,116023,88403,0,50421,38141,0500000US35005
361,"Santa Fe County, New Mexico",74689,79647,85776,62369,42396,87798,66667,0,59010,67500,0500000US35049
362,"Orange County, California",113702,121191,125077,92606,100255,118373,86778,98237,84097,104962,0500000US06059
363,"Santa Cruz County, Arizona",53614,58734,66344,46157,0,0,79205,0,46250,46326,0500000US04023
364,"Currituck County, North Carolina",91548,93183,93167,89356,69865,107604,15347,0,88515,97250,0500000US37053
365,"Lawrence County, Illinois",53438,56568,56432,0,0,0,0,0,0,51363,0500000US17101
366,"Webster County, Nebraska",65197,64663,67841,39000,0,0,0,0,0,91563,0500000US31181
367,"Hancock County, Illinois",65044,66422,66531,48375,0,0,0,0,72639,40556,0500000US17067
368,"Hutchinson County, South Dakota",74459,75729,75833,87857,0,0,33594,0,103750,41667,0500000US46067
369,"Crook County, Oregon",81675,81748,81888,91897,0,0,73236,0,0,106458,0500000US41013
370,"Franklin County, Vermont",79078,78766,78646,101367,0,0,0,0,65673,92462,0500000US50011
371,"Marquette County, Michigan",64675,65209,65313,58438,70515,69375,64250,0,0,53315,0500000US26103
372,"Davidson County, North Carolina",62426,65545,65736,54676,44960,50777,82614,0,52569,63007,0500000US37057
373,"Clay County, Illinois",57266,56003,56003,81563,0,0,0,0,0,72969,0500000US17025
374,"Knox County, Missouri",53333,55350,55350,0,0,0,0,0,0,15156,0500000US29103
375,"Livingston County, Missouri",60148,61129,61008,0,0,101071,0,0,0,22212,0500000US29117
376,"Tioga County, Pennsylvania",62932,63567,63821,0,21563,73750,0,0,133277,43000,0500000US42117
377,"Dakota County, Nebraska",71655,67439,65789,86638,0,0,0,0,94038,0,0500000US31043
378,"Leelanau County, Michigan",91943,93372,93684,100982,0,0,39500,0,60125,100500,0500000US26089
379,"Surry County, Virginia",71458,90208,90662,105601,53712,0,0,0,0,43558,0500000US51181
380,"Moniteau County, Missouri",65161,64352,63877,108750,0,43906,0,0,106131,127679,0500000US29135
381,"Westmoreland County, Virginia",59766,65197,65197,0,56121,0,0,0,31937,0,0500000US51193
382,"Yadkin County, North Carolina",60321,61262,61437,62819,26008,0,72703,0,63750,34141,0500000US37197
383,"Merced County, California",65044,68692,69729,61798,48750,82705,82044,128879,59007,70679,0500000US06047
384,"Dewey County, Oklahoma",60550,59205,59545,0,0,0,60833,0,0,86250,0500000US40043
385,"Burke County, North Carolina",55684,58131,58060,40175,43750,98750,53661,0,25924,52633,0500000US37023
386,"Wayne County, North Carolina",58082,67433,68617,51957,46223,96466,34911,0,47328,52266,0500000US37191
387,"Warren County, Pennsylvania",59013,59160,59098,79722,0,0,0,0,0,55357,0500000US42123
388,"Howard County, Arkansas",44492,49570,49816,39319,31391,0,0,0,39096,57143,0500000US05061
389,"Davie County, North Carolina",73234,73221,73343,78506,48235,0,0,0,59405,92721,0500000US37059
390,"McDowell County, North Carolina",55527,56411,56095,49118,0,94094,60242,0,0,32212,0500000US37111
391,"Nevada County, Arkansas",41761,46727,47129,34040,28073,0,0,0,0,79500,0500000US05099
392,"Yuma County, Colorado",60051,63873,71020,41196,0,0,0,0,0,39405,0500000US08125
393,"Sherman County, Texas",74167,78438,78654,59792,0,0,0,0,38929,96172,0500000US48421
394,"Uvalde County, Texas",57849,58056,64518,49117,78204,-2500,0,0,49408,62024,0500000US48463
395,"Auglaize County, Ohio",76454,76344,76811,50833,0,0,81250,0,78848,62963,0500000US39011
396,"Bossier Parish, Louisiana",66336,73910,75621,67083,42165,0,95833,0,77984,77255,0500000US22015
397,"Emmet County, Iowa",65181,67204,66727,0,0,0,0,0,0,0,0500000US19063
398,"Saline County, Kansas",63316,64855,64664,52405,97570,70425,75295,0,0,32475,0500000US20169
399,"Magoffin County, Kentucky",33632,33590,33586,33616,0,0,0,0,0,0,0500000US21153
400,"Bailey County, Texas",70625,72044,61597,72400,0,0,0,0,0,49141,0500000US48017
401,"Callaway County, Missouri",72645,72737,72567,93382,26151,0,0,0,0,78661,0500000US29027
402,"Albany County, Wyoming",59881,63551,65262,41727,23886,87521,44178,0,38652,44556,0500000US56001
403,"Park County, Wyoming",70533,72680,72278,43571,0,0,18775,0,63281,55167,0500000US56029
404,"Montour County, Pennsylvania",72926,71643,71770,19554,0,116964,0,0,0,0,0500000US42093
405,"Queens County, New York",84961,94997,97360,74722,83180,83261,83595,131310,74751,82618,0500000US36081
406,"Suwannee County, Florida",55479,57532,58190,42839,47105,0,0,0,47950,55833,0500000US12121
407,"Cheboygan County, Michigan",61619,61649,61718,58281,77222,72500,62697,0,41875,60375,0500000US26031
408,"Randolph County, Alabama",51551,59557,59612,0,41580,0,0,0,0,36406,0500000US01111
409,"Ashe County, North Carolina",50827,50928,51215,36442,61372,0,161050,0,0,32031,0500000US37009
410,"Dolores County, Colorado",70490,60433,60321,116116,0,0,0,0,0,198051,0500000US08033
411,"Licking County, Ohio",81033,81071,81002,84294,86042,79491,0,0,91902,77804,0500000US39089
412,"Manassas city, Virginia",117919,125444,123976,116707,102669,123662,0,0,93598,122882,0500000US51683
413,"Union County, Arkansas",50221,61430,62112,45924,34345,63137,58487,0,0,57112,0500000US05139
414,"Henderson County, Illinois",65651,66027,66096,0,0,0,0,0,141000,43194,0500000US17071
415,"Montgomery County, Alabama",58153,80604,80604,58857,47228,110036,52321,0,44044,49542,0500000US01101
416,"Arapahoe County, Colorado",97215,105777,106869,85114,65807,107713,77917,128598,79425,87345,0500000US08005
417,"Marion County, Kentucky",55404,55468,56097,21989,47470,0,0,0,0,44500,0500000US21155
418,"Holmes County, Mississippi",29434,52076,52076,0,26469,0,0,0,0,0,0500000US28051
419,"Oktibbeha County, Mississippi",43482,52156,53033,29248,33091,25625,0,0,0,49000,0500000US28105
420,"Ceiba Municipio, Puerto Rico",23204,26661,68603,22820,24781,0,0,0,21290,40339,0500000US72037
421,"Corozal Municipio, Puerto Rico",23933,24319,0,23868,33598,0,0,0,26512,21813,0500000US72047
422,"Fergus County, Montana",59731,58606,58717,58456,0,0,0,0,0,49079,0500000US30027
423,"Garrett County, Maryland",69031,69258,69610,22273,0,210556,0,0,0,0,0500000US24023
424,"Webster Parish, Louisiana",37396,47173,47256,46050,24593,0,41316,0,51250,60563,0500000US22119
425,"Hillsdale County, Michigan",60869,60716,60660,61771,51000,0,0,0,44583,70893,0500000US26059
426,"Logan County, Kentucky",61535,63470,64266,52219,41217,0,0,0,58297,40714,0500000US21141
427,"Custer County, South Dakota",81958,81148,80880,0,0,115903,178750,0,0,97105,0500000US46033
428,"Merrimack County, New Hampshire",93944,94221,94362,51827,75244,125565,31351,0,0,94300,0500000US33013
429,"York County, Pennsylvania",82238,84447,85168,58791,54593,100357,67054,54464,52278,76027,0500000US42133
430,"Rutherford County, North Carolina",49771,53060,52902,47472,31287,74345,0,0,36433,38150,0500000US37161
431,"Beadle County, South Dakota",63082,63704,64012,52727,-2500,65057,82500,0,65625,52292,0500000US46005
432,"Cullman County, Alabama",60916,60718,60706,62069,73255,65550,51721,0,54167,70491,0500000US01043
433,"Douglas County, Georgia",80764,81952,82537,74516,77799,82019,0,0,81389,83555,0500000US13097
434,"Johnson County, Nebraska",59457,63125,63542,47132,0,0,0,0,78938,46445,0500000US31097
435,"Washington County, North Carolina",41750,57321,57143,0,30491,0,0,0,0,138064,0500000US37187
436,"Jones County, South Dakota",64688,68906,68906,0,0,0,31563,0,0,0,0500000US46075
437,"Ray County, Missouri",72152,73709,73695,95272,38899,26172,0,0,95815,62917,0500000US29177
438,"Hocking County, Ohio",61366,61720,61805,0,65208,0,0,0,57604,61107,0500000US39073
439,"Lowndes County, Alabama",35160,80357,80476,0,26819,0,0,0,0,0,0500000US01085
440,"Candler County, Georgia",50431,55383,56531,40100,52131,0,0,0,40300,47391,0500000US13043
441,"Linn County, Iowa",76421,78897,79068,65881,48319,86538,40905,0,81723,63185,0500000US19113
442,"Trinity County, California",53498,57921,58260,42262,0,250000,59000,0,0,32381,0500000US06105
443,"Muscogee County, Georgia",56622,72568,73100,65518,44055,87969,78375,0,65357,53722,0500000US13215
444,"Tallahatchie County, Mississippi",37383,46509,46509,0,34590,0,0,0,0,0,0500000US28135
445,"Atchison County, Kansas",62164,63835,64258,70459,48125,148688,0,0,14196,54226,0500000US20005
446,"Lares Municipio, Puerto Rico",19323,19555,0,19368,32500,0,0,0,16324,20707,0500000US72081
447,"Douglas County, Illinois",74186,74130,74185,87266,0,0,36250,0,58958,84327,0500000US17041
448,"Greene County, Virginia",85268,89125,89050,122569,36854,0,0,0,123542,74464,0500000US51079
449,"Waushara County, Wisconsin",64968,64939,64808,70000,49487,87813,0,0,58250,75817,0500000US55137
450,"Izard County, Arkansas",47728,47793,48070,28750,0,0,26389,0,0,58523,0500000US05065
451,"Monterey County, California",94486,111662,116317,79579,78750,109731,92361,0,74717,98204,0500000US06053
452,"Grant County, New Mexico",45921,46695,46005,47235,0,0,0,0,55813,41138,0500000US35017
453,"Miller County, Missouri",55172,55760,56410,34005,21189,0,0,0,0,46442,0500000US29131
454,"Wilkes County, North Carolina",50438,51460,51604,44385,36571,0,82557,0,0,42894,0500000US37193
455,"Juneau City and Borough, Alaska",100513,109681,109953,47310,0,97869,61346,0,87969,61064,0500000US02110
456,"Decatur County, Georgia",50485,63488,64275,62108,33016,158170,60990,0,61107,100868,0500000US13087
457,"Wayne County, Indiana",56652,58399,58562,42143,33393,47917,47241,0,34545,49007,0500000US18177
458,"Barren County, Kentucky",49171,51032,51188,28892,31910,0,36740,0,0,29375,0500000US21009
459,"Howard County, Nebraska",74508,74754,75026,87760,0,0,0,0,88542,48879,0500000US31093
460,"Dunn County, North Dakota",94688,97723,97705,79076,0,0,87679,0,0,92500,0500000US38025
461,"Amador County, California",81526,81120,80908,88289,133472,0,92917,0,115156,74690,0500000US06005
462,"Fentress County, Tennessee",50865,51088,51071,96193,0,0,0,0,96080,33947,0500000US47049
463,"Coffey County, Kansas",67377,67475,67450,0,0,0,0,0,0,79063,0500000US20031
464,"Branch County, Michigan",61958,61788,61780,66680,65875,0,115208,0,83304,50515,0500000US26023
465,"Pierce County, Nebraska",75938,76688,76646,0,0,0,0,0,0,51667,0500000US31139
466,"Bleckley County, Georgia",53005,78500,78917,0,23813,83500,0,0,33359,0,0500000US13023
467,"Burke County, Georgia",50739,72500,76979,24754,36187,0,0,0,0,48386,0500000US13033
468,"Union County, Illinois",56420,56096,55875,49429,0,0,75500,0,0,58667,0500000US17181
469,"Kankakee County, Illinois",68325,76965,77719,65245,37815,0,96875,0,62436,71964,0500000US17091
470,"McIntosh County, North Dakota",64236,65536,65625,0,0,0,0,0,0,65556,0500000US38051
471,"Platte County, Nebraska",72335,72185,74006,64856,119356,0,42313,0,61394,76658,0500000US31141
472,"Warren County, North Carolina",45279,65319,65867,42201,35000,0,40556,0,0,58906,0500000US37185
473,"Aibonito Municipio, Puerto Rico",21714,25445,0,21794,21908,0,0,0,29784,21285,0500000US72009
