"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US31111","Lincoln County, Nebraska","354","198","175","99","24","30","30","46","0","22","24","31","10","19","0","22","0","22","0","22","4","9","20","31","29","40","31","45","3","6","0","22","179","148","0","22","71","67","2","5","0","22","0","22","9","18","47","54","0","22","41","57","0","22","9","16","0","22","0","22","0","22",
"0500000US31113","Logan County, Nebraska","5","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","7","0","10","0","10","0","10","0","10","0","10",
"0500000US31115","Loup County, Nebraska","5","8","5","8","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","8","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31117","McPherson County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31119","Madison County, Nebraska","593","207","222","113","13","16","22","29","52","58","7","10","12","19","0","22","22","27","9","13","42","39","5","7","2","3","5","8","10","17","21","33","371","130","36","31","39","49","49","38","32","23","66","51","15","20","20","24","2","4","20","23","59","35","33","26","0","22","0","22","0","22",
"0500000US31121","Merrick County, Nebraska","26","30","24","28","0","15","0","15","17","20","6","9","0","15","0","15","0","15","1","3","0","15","0","15","0","15","0","15","0","15","0","15","2","3","0","15","0","15","2","3","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31123","Morrill County, Nebraska","41","36","22","18","0","10","0","10","2","5","0","10","0","10","3","6","6","11","0","10","1","3","10","14","0","10","0","10","0","10","0","10","19","23","0","10","0","10","10","12","0","10","0","10","0","10","0","10","0","10","9","12","0","10","0","10","0","10","0","10","0","10",
"0500000US31125","Nance County, Nebraska","26","17","6","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","6","7","0","10","0","10","20","13","0","10","5","7","0","10","0","10","4","6","0","10","0","10","0","10","0","10","0","10","6","7","5","7","0","10","0","10",
"0500000US31127","Nemaha County, Nebraska","28","30","28","30","0","15","0","15","7","11","0","15","18","26","0","15","0","15","0","15","0","15","3","9","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31129","Nuckolls County, Nebraska","13","20","5","9","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","9","0","10","0","10","8","15","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","8","15","0","10",
"0500000US31131","Otoe County, Nebraska","55","50","21","27","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","7","0","16","4","7","0","16","13","22","0","16","2","7","34","32","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","20","26","14","21","0","16","0","16","0","16",
"0500000US31133","Pawnee County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31135","Perkins County, Nebraska","4","5","4","5","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","4","5","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31137","Phelps County, Nebraska","33","28","3","5","0","15","0","15","0","15","0","15","2","5","0","15","0","15","0","15","0","15","1","3","0","15","0","15","0","15","0","15","30","27","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","6","4","7","24","27","0","15","0","15",
"0500000US31139","Pierce County, Nebraska","30","33","30","33","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","22","30","7","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31141","Platte County, Nebraska","181","146","119","105","56","90","11","11","20","20","0","22","0","22","7","12","0","22","0","22","16","17","0","22","1","3","8","14","0","22","0","22","62","49","1","3","0","22","23","20","0","22","0","22","20","34","0","22","9","18","1","3","6","8","1","3","1","2","0","22","0","22",
"0500000US31143","Polk County, Nebraska","4","7","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","0","15","3","8","0","15","0","15","0","15","0","15","0","15","1","4","0","15","0","15","0","15","0","15","0","15","2","5","0","15","0","15",
"0500000US31145","Red Willow County, Nebraska","57","43","7","10","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","4","0","16","0","16","0","16","5","9","0","16","0","16","50","42","26","28","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","24","36","0","16","0","16","0","16",
"0500000US31147","Richardson County, Nebraska","106","61","79","51","3","3","0","15","3","5","0","15","0","15","0","15","32","40","0","15","6","12","14","14","18","22","1","2","2","3","0","15","27","22","0","15","0","15","0","15","0","15","0","15","0","15","5","8","0","15","1","2","6","9","10","14","5","10","0","15","0","15",
"0500000US31149","Rock County, Nebraska","8","19","8","19","3","6","0","10","0","10","0","10","0","10","0","10","5","14","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31151","Saline County, Nebraska","22","19","7","11","0","16","2","5","0","16","0","16","0","16","0","16","1","4","0","16","0","16","0","16","0","16","4","9","0","16","0","16","15","17","0","16","2","3","2","3","0","16","7","14","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","4","5",
"0500000US31153","Sarpy County, Nebraska","955","299","547","229","40","35","22","21","58","45","30","33","50","40","107","99","62","52","24","40","20","17","63","43","16","20","40","48","15","22","0","24","408","123","9","14","20","22","32","25","33","17","0","24","32","41","54","59","12","18","94","47","101","56","1","4","16","17","4","21","0","24",
"0500000US31155","Saunders County, Nebraska","36","22","13","16","0","19","0","19","0","19","0","19","0","19","0","19","0","19","6","12","0","19","1","2","6","11","0","19","0","19","0","19","23","16","0","19","1","2","1","2","0","19","0","19","0","19","0","19","1","3","2","3","14","14","2","3","2","3","0","19","0","19",
"0500000US31157","Scotts Bluff County, Nebraska","625","162","242","73","17","27","0","22","29","27","34","38","20","30","11","13","9","11","90","46","2","6","18","29","6","8","0","22","6","11","0","22","383","131","89","82","14","23","0","22","17","29","12","15","49","61","12","10","47","43","0","22","62","36","16","19","53","55","12","22","0","22",
"0500000US31159","Seward County, Nebraska","26","19","24","18","0","16","0","16","7","10","0","16","15","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","0","16","2","4","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","4","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US31161","Sheridan County, Nebraska","534","76","280","61","35","14","19","16","40","34","6","7","0","15","53","22","28","30","2","5","8","16","38","27","30","18","13","10","5","8","3","5","254","43","18","14","18","17","14","14","41","25","5","8","15","16","29","20","26","28","32","22","15","13","23","16","9","12","2","5","7","11",
"0500000US31163","Sherman County, Nebraska","3","4","2","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","1","2","0","10","1","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","3","0","10","0","10","0","10",
"0500000US31165","Sioux County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31167","Stanton County, Nebraska","7","11","7","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31169","Thayer County, Nebraska","34","24","8","14","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","8","14","0","10","0","10","0","10","0","10","26","23","0","10","0","10","0","10","19","21","0","10","0","10","0","10","0","10","0","10","0","10","7","8","0","10","0","10","0","10",
"0500000US31171","Thomas County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31173","Thurston County, Nebraska","3737","76","1810","46","193","9","237","38","205","34","155","10","60","27","183","29","128","14","113","14","194","4","110","9","120","5","55","25","44","29","13","19","1927","43","214","26","186","39","227","39","136","15","77","15","160","9","154","3","114","14","195","3","182","11","167","6","99","15","15","14","1","2",
"0500000US31175","Valley County, Nebraska","38","30","20","18","0","10","0","10","5","6","8","7","0","10","0","10","0","10","1","3","0","10","6","7","0","10","0","10","0","10","0","10","18","19","0","10","0","10","3","6","0","10","0","10","0","10","0","10","0","10","0","10","5","7","10","17","0","10","0","10","0","10",
"0500000US31177","Washington County, Nebraska","39","39","14","22","3","4","9","19","0","19","0","19","0","19","0","19","1","2","0","19","0","19","1","3","0","19","0","19","0","19","0","19","25","22","4","4","6","8","8","8","0","19","0","19","0","19","0","19","0","19","6","11","0","19","1","2","0","19","0","19","0","19",
"0500000US31179","Wayne County, Nebraska","24","24","10","15","0","15","0","15","0","15","0","15","6","14","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","7","14","20","1","3","0","15","0","15","0","15","13","20","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US31181","Webster County, Nebraska","23","17","23","17","0","10","0","10","12","12","0","10","0","10","0","10","0","10","0","10","0","10","7","10","4","6","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31183","Wheeler County, Nebraska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US31185","York County, Nebraska","94","34","23","18","9","15","0","16","0","16","0","16","0","16","4","9","0","16","0","16","0","16","0","16","10","2","0","16","0","16","0","16","71","34","0","16","0","16","0","16","0","16","0","16","12","18","31","29","0","16","0","16","18","15","10","17","0","16","0","16","0","16",
"0500000US32001","Churchill County, Nevada","928","146","455","109","54","23","13","11","21","21","18","17","6","11","19","18","39","34","78","89","38","21","80","35","57","27","27","22","3","4","2","4","473","86","34","33","25","21","22","16","14","13","7","13","21","22","18","16","19","12","47","25","43","32","94","26","76","12","29","14","24","14",
"0500000US32003","Clark County, Nevada","24855","1972","12860","1199","609","188","772","230","883","247","452","129","359","111","884","245","1392","298","1186","299","1883","333","1900","386","1327","284","854","184","304","124","55","50","11995","1065","684","170","611","252","895","223","874","283","165","81","1058","250","850","233","1016","224","1796","375","1621","265","1008","228","976","183","405","113","36","31",
"0500000US32005","Douglas County, Nevada","674","127","325","72","6","9","23","29","25","18","3","4","28","27","28","19","33","26","6","7","16","12","52","31","66","18","27","21","11","10","1","2","349","81","1","3","2","3","5","6","25","18","17","16","37","30","6","8","34","31","19","15","40","27","54","28","67","33","33","27","9","10",
"0500000US32007","Elko County, Nevada","2450","280","1160","157","28","25","49","30","59","41","90","34","12","15","134","61","47","33","115","34","178","61","131","63","144","45","86","25","78","15","9","15","1290","233","25","26","73","63","98","48","26","26","25","24","64","51","202","126","107","30","216","128","131","35","128","46","122","26","67","24","6","9",
"0500000US32009","Esmeralda County, Nevada","15","14","15","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1","3","0","14","8","9","0","14","6","11","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"0500000US32011","Eureka County, Nevada","56","38","40","26","0","14","0","14","0","14","0","14","0","14","1","3","0","14","0","14","0","14","0","14","5","9","34","25","0","14","0","14","16","23","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","16","23","0","14","0","14","0","14","0","14","0","14",
"0500000US32013","Humboldt County, Nevada","597","138","251","88","31","39","30","14","34","12","11","11","4","6","16","18","16","26","38","31","19","16","13","14","15","14","24","21","0","22","0","22","346","71","31","38","13","11","9","8","32","34","4","8","14","20","13","15","10","10","41","36","42","23","55","4","60","24","21","20","1","4",
"0500000US32015","Lander County, Nevada","183","89","55","29","0","20","0","20","0","20","0","20","0","20","0","20","11","11","7","12","14","23","8","10","4","5","6","12","4","6","1","2","128","85","3","9","7","13","0","20","0","20","0","20","0","20","18","24","4","8","4","7","43","52","34","28","1","3","11","14","3","9",
"0500000US32017","Lincoln County, Nevada","207","156","96","76","0","14","0","14","0","14","0","14","0","14","0","14","48","47","2","5","46","58","0","14","0","14","0","14","0","14","0","14","111","93","0","14","66","73","0","14","0","14","0","14","0","14","0","14","0","14","14","22","31","47","0","14","0","14","0","14","0","14",
"0500000US32019","Lyon County, Nevada","1171","224","781","172","41","35","31","35","74","54","68","29","50","35","47","56","40","48","25","33","70","72","83","48","117","43","135","40","0","33","0","33","390","108","15","16","5","6","10","10","13","14","7","8","8","11","10","15","26","28","58","40","90","46","62","34","61","46","8","13","17","16",
"0500000US32021","Mineral County, Nevada","942","223","370","120","33","25","19","24","28","29","7","13","15","14","28","21","15","13","52","50","34","32","60","38","40","22","28","22","9","14","2","5","572","149","23","19","48","29","46","28","28","21","27","23","77","63","34","26","50","36","26","22","22","17","32","31","137","65","19","19","3","6",
"0500000US32023","Nye County, Nevada","631","183","413","156","0","33","0","33","0","33","7","12","14","19","0","33","7","14","178","116","35","30","50","29","89","67","31","42","2","7","0","33","218","93","0","33","0","33","2","5","0","33","0","33","3","5","10","21","0","33","39","45","7","10","40","28","68","50","47","57","2","5",
"0500000US32027","Pershing County, Nevada","208","104","135","81","9","24","8","16","0","20","4","7","10","18","8","16","12","18","21","26","33","32","19","19","9","13","1","2","1","2","0","20","73","47","3","10","4","8","2","4","5","8","0","20","6","8","0","20","8","13","17","22","13","12","5","6","10","13","0","20","0","20",
"0500000US32029","Storey County, Nevada","1","4","1","4","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1","4","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"0500000US32031","Washoe County, Nevada","6732","823","3340","476","179","95","190","77","167","64","89","55","82","59","365","133","294","121","377","151","392","102","467","117","383","139","287","121","66","36","2","5","3392","461","201","111","229","101","150","67","126","89","88","52","200","85","266","106","236","107","434","145","478","106","474","102","373","67","120","55","17","14",
"0500000US32033","White Pine County, Nevada","491","184","221","146","2","5","23","22","48","64","3","5","0","20","0","20","5","8","1","7","29","32","75","75","15","30","12","26","7","17","1","3","270","74","7","10","5","7","30","44","0","20","0","20","0","20","6","14","18","32","86","22","2","4","50","45","50","34","12","14","4","8",
"0500000US32510","Carson City, Nevada","1293","284","664","168","10","12","47","43","38","35","16","12","10","16","80","64","28","24","42","32","118","58","113","64","56","39","39","35","52","41","15","22","629","138","13","14","13","18","6","7","11","17","55","53","40","32","77","37","108","66","41","30","111","58","53","30","46","33","51","23","4","5",
"0500000US33001","Belknap County, New Hampshire","33","31","26","27","0","29","0","29","0","29","0","29","0","29","0","29","0","29","8","14","0","29","0","29","18","23","0","29","0","29","0","29","7","13","0","29","0","29","1","5","0","29","0","29","0","29","0","29","0","29","0","29","1","2","0","29","5","11","0","29","0","29",
"0500000US33003","Carroll County, New Hampshire","290","172","117","105","0","29","17","27","18","27","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","82","82","0","29","173","141","0","29","9","14","0","29","0","29","0","29","0","29","0","29","0","29","161","141","3","5","0","29","0","29","0","29","0","29",
"0500000US33005","Cheshire County, New Hampshire","81","44","38","31","2","4","4","7","0","29","9","15","0","29","0","29","5","8","3","4","2","4","1","2","12","20","0","29","0","29","0","29","43","35","4","6","1","3","0","29","0","29","0","29","0","29","3","4","1","3","1","3","13","21","2","4","15","21","3","4","0","29",
"0500000US33007","Coos County, New Hampshire","44","43","22","28","0","26","0","26","0","26","0","26","0","26","2","3","0","26","7","16","12","23","0","26","1","3","0","26","0","26","0","26","22","33","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","1","2","13","20","8","21","0","26","0","26",
"0500000US33009","Grafton County, New Hampshire","174","85","121","71","4","7","0","29","2","10","0","29","2","5","38","45","0","29","25","35","2","3","34","49","1","2","13","14","0","29","0","29","53","39","0","29","0","29","0","29","0","29","15","23","0","29","0","29","0","29","0","29","23","26","2","3","0","29","13","17","0","29",
"0500000US33011","Hillsborough County, New Hampshire","545","192","247","99","20","22","36","41","4","5","11","12","26","26","6","8","0","29","16","19","20","21","39","37","49","41","6","7","5","9","9","14","298","126","49","72","9","15","1","5","10","15","0","29","70","63","0","29","27","29","40","23","47","37","43","20","2","5","0","29","0","29",
"0500000US33013","Merrimack County, New Hampshire","297","130","158","92","0","29","1","3","0","29","37","46","0","29","0","29","1","3","0","29","0","29","19","20","37","42","5","8","58","55","0","29","139","81","1","2","0","29","1","3","0","29","20","29","0","29","7","12","78","65","21","32","0","29","11","14","0","29","0","29","0","29",
"0500000US33015","Rockingham County, New Hampshire","421","170","242","125","32","28","4","9","0","29","0","29","0","29","39","61","13","20","0","29","0","29","120","98","19","20","14","20","1","2","0","29","179","95","0","29","25","20","26","21","0","29","0","29","9","14","0","29","0","29","41","35","13","21","30","26","13","20","22","29","0","29",
"0500000US33017","Strafford County, New Hampshire","31","29","11","18","0","29","0","29","0","29","0","29","0","29","0","29","9","17","0","29","0","29","2","4","0","29","0","29","0","29","0","29","20","23","2","4","5","8","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","0","29","7","12","0","29","6","13",
"0500000US33019","Sullivan County, New Hampshire","7","9","7","9","0","26","0","26","0","26","0","26","0","26","2","6","0","26","0","26","0","26","0","26","5","6","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26","0","26",
"0500000US34001","Atlantic County, New Jersey","1209","417","865","309","56","47","118","80","57","49","37","33","7","22","58","56","50","55","179","123","103","72","116","88","76","48","0","32","8","12","0","32","344","137","16","18","13","28","23","38","45","40","12","15","3","4","37","37","0","32","52","37","78","70","47","36","17","20","1","4","0","32",
"0500000US34003","Bergen County, New Jersey","2710","657","1350","376","86","64","81","46","128","161","40","54","0","32","81","92","138","104","157","77","256","142","162","105","135","76","49","32","37","26","0","32","1360","358","115","81","167","111","157","95","50","41","0","32","64","45","134","81","106","96","270","98","138","77","73","42","55","43","14","19","17","23",
"0500000US34005","Burlington County, New Jersey","1078","544","668","347","8","15","0","32","24","38","28","42","0","32","119","122","41","51","10","15","74","64","271","175","71","63","22","26","0","32","0","32","410","260","26","44","0","32","87","82","0","32","27","41","79","72","28","35","23","39","18","29","88","83","26","35","8","11","0","32","0","32",
"0500000US34007","Camden County, New Jersey","1572","541","655","254","135","110","34","29","88","61","7","8","0","32","8","14","18","24","47","55","77","50","86","72","57","34","92","109","0","32","6","10","917","334","79","103","98","101","117","104","22","26","25","29","109","137","115","74","52","44","107","74","77","69","81","59","35","37","0","32","0","32",
"0500000US34009","Cape May County, New Jersey","191","191","92","117","25","39","12","18","0","32","0","32","0","32","0","32","43","65","8","15","0","32","4","10","0","32","0","32","0","32","0","32","99","88","4","6","0","32","0","32","0","32","0","32","54","74","32","48","9","12","0","32","0","32","0","32","0","32","0","32","0","32",
"0500000US34011","Cumberland County, New Jersey","1741","596","886","328","22","32","54","54","13","14","146","75","16","18","56","25","83","67","66","101","202","75","86","94","86","29","50","21","5","6","1","2","855","293","43","70","11","13","51","45","0","32","131","67","66","82","43","43","37","31","35","31","258","130","70","26","63","26","15","16","32","16",
"0500000US34013","Essex County, New Jersey","3926","758","2377","587","77","83","142","90","205","113","164","138","9","15","238","162","291","189","158","98","618","250","321","155","96","85","56","52","2","5","0","32","1549","335","146","94","11","19","133","96","77","71","107","72","82","70","73","69","149","92","257","105","222","108","129","86","116","125","47","51","0","32",
"0500000US34015","Gloucester County, New Jersey","333","153","172","102","19","29","6","18","0","32","2","4","13","21","18","24","0","32","0","32","50","72","35","36","29","23","0","32","0","32","0","32","161","100","15","23","8","16","0","32","0","32","31","41","11","17","0","32","7","18","15","21","14","15","21","28","0","32","16","21","23","47",
"0500000US34017","Hudson County, New Jersey","6140","1397","3116","913","237","229","136","128","189","142","110","79","43","47","160","137","305","157","385","251","551","274","649","212","263","117","80","72","4","7","4","9","3024","695","263","207","255","208","124","115","112","145","21","25","279","153","296","125","152","103","693","275","436","147","235","114","74","73","84","86","0","32",
"0500000US34019","Hunterdon County, New Jersey","148","89","96","78","3","6","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","27","36","18","20","46","65","2","6","0","32","52","47","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","7","8","14","20","25","40","2","6","4","7","0","32",
"0500000US34021","Mercer County, New Jersey","2693","908","1713","664","118","116","134","145","139","118","0","32","32","31","227","142","207","162","156","102","409","218","147","82","93","85","51","75","0","32","0","32","980","376","265","188","75","60","50","38","84","60","30","29","119","119","42","51","90","91","95","93","62","47","27","35","8","13","0","32","33","41",
"0500000US34023","Middlesex County, New Jersey","7925","1246","4283","712","616","235","238","120","338","137","141","90","144","81","133","71","170","85","316","140","1048","285","542","193","428","142","116","108","20","23","33","55","3642","675","235","120","521","199","261","138","222","126","70","66","235","117","171","95","352","166","679","212","435","138","370","139","28","24","46","53","17","37",
"0500000US34025","Monmouth County, New Jersey","3139","927","1830","554","174","115","297","192","192","130","64","59","140","120","114","95","14","17","63","41","340","154","397","148","20","20","13","20","2","4","0","32","1309","440","86","66","19","25","139","116","95","82","13","19","97","72","70","58","117","66","375","156","175","105","9","10","46","75","50","64","18","30",
"0500000US34027","Morris County, New Jersey","706","227","405","144","59","39","41","46","0","32","40","43","62","65","46","33","0","32","19","35","62","51","14","18","41","48","12","19","0","32","9","12","301","118","0","32","42","36","0","32","47","51","0","32","11","18","0","32","59","41","52","58","58","49","18","30","14","22","0","32","0","32",
"0500000US34029","Ocean County, New Jersey","2457","781","1310","515","22","28","69","60","132","145","175","154","11","17","179","76","45","52","52","42","262","169","217","184","77","51","45","60","0","32","24","37","1147","372","5","8","41","58","0","32","142","149","0","32","174","86","61","64","29","44","144","111","126","140","244","97","173","89","0","32","8","13",
"0500000US34031","Passaic County, New Jersey","1878","489","897","247","18","21","94","71","88","61","32","29","9","15","56","66","24","26","68","52","135","68","162","90","111","79","71","61","29","36","0","32","981","285","72","66","116","84","43","44","14","23","20","21","193","108","60","57","62","55","168","88","162","90","67","43","4","6","0","32","0","32",
"0500000US34033","Salem County, New Jersey","153","110","44","48","0","32","0","32","0","32","0","32","0","32","0","32","0","32","0","32","5","7","0","32","0","32","6","11","33","47","0","32","109","90","0","32","0","32","30","41","0","32","0","32","54","64","0","32","0","32","16","21","1","2","2","6","6","10","0","32","0","32",
