"GEO_ID","NAME","B01001C_001E","B01001C_001M","B01001C_002E","B01001C_002M","B01001C_003E","B01001C_003M","B01001C_004E","B01001C_004M","B01001C_005E","B01001C_005M","B01001C_006E","B01001C_006M","B01001C_007E","B01001C_007M","B01001C_008E","B01001C_008M","B01001C_009E","B01001C_009M","B01001C_010E","B01001C_010M","B01001C_011E","B01001C_011M","B01001C_012E","B01001C_012M","B01001C_013E","B01001C_013M","B01001C_014E","B01001C_014M","B01001C_015E","B01001C_015M","B01001C_016E","B01001C_016M","B01001C_017E","B01001C_017M","B01001C_018E","B01001C_018M","B01001C_019E","B01001C_019M","B01001C_020E","B01001C_020M","B01001C_021E","B01001C_021M","B01001C_022E","B01001C_022M","B01001C_023E","B01001C_023M","B01001C_024E","B01001C_024M","B01001C_025E","B01001C_025M","B01001C_026E","B01001C_026M","B01001C_027E","B01001C_027M","B01001C_028E","B01001C_028M","B01001C_029E","B01001C_029M","B01001C_030E","B01001C_030M","B01001C_031E","B01001C_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US19023","Butler County, Iowa","16","12","5","8","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","5","8","0","16","0","16","0","16","11","10","0","16","0","16","0","16","3","5","0","16","0","16","0","16","0","16","0","16","3","5","5","7","0","16","0","16","0","16",
"0500000US19025","Calhoun County, Iowa","12","14","12","14","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","7","13","0","15","1","2","4","8","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19027","Carroll County, Iowa","66","64","32","32","7","12","0","19","0","19","0","19","17","25","0","19","0","19","0","19","0","19","0","19","6","10","2","4","0","19","0","19","34","42","0","19","0","19","0","19","0","19","0","19","12","21","0","19","0","19","5","7","12","20","0","19","5","8","0","19","0","19",
"0500000US19029","Cass County, Iowa","15","22","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","15","22","0","16","0","16","0","16","0","16","0","16","0","16","15","22","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19031","Cedar County, Iowa","17","19","1","2","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1","2","0","16","0","16","0","16","0","16","16","20","0","16","0","16","0","16","0","16","0","16","0","16","14","18","0","16","0","16","0","16","2","8","0","16","0","16","0","16",
"0500000US19033","Cerro Gordo County, Iowa","74","46","37","35","0","22","10","14","17","21","0","22","0","22","0","22","9","15","0","22","0","22","1","2","0","22","0","22","0","22","0","22","37","30","0","22","0","22","1","3","0","22","0","22","29","33","0","22","0","22","5","11","2","6","0","22","0","22","0","22","0","22",
"0500000US19035","Cherokee County, Iowa","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19037","Chickasaw County, Iowa","37","37","11","14","0","16","0","16","0","16","0","16","0","16","2","4","0","16","0","16","0","16","0","16","9","13","0","16","0","16","0","16","26","27","5","9","0","16","0","16","0","16","0","16","12","20","0","16","0","16","0","16","9","13","0","16","0","16","0","16","0","16",
"0500000US19039","Clarke County, Iowa","5","8","5","8","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","6","3","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19041","Clay County, Iowa","72","79","4","8","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","3","6","0","16","1","5","0","16","68","78","0","16","0","16","1","5","0","16","0","16","2","4","0","16","0","16","0","16","63","80","2","4","0","16","0","16","0","16",
"0500000US19043","Clayton County, Iowa","13","13","3","5","1","2","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","0","16","0","16","10","11","0","16","1","3","0","16","0","16","0","16","0","16","0","16","4","7","0","16","5","6","0","16","0","16","0","16","0","16",
"0500000US19045","Clinton County, Iowa","106","78","91","74","0","22","31","37","30","36","0","22","0","22","0","22","0","22","0","22","0","22","9","13","0","22","21","29","0","22","0","22","15","16","0","22","0","22","0","22","0","22","0","22","3","6","0","22","0","22","0","22","1","2","9","15","1","3","1","3","0","22",
"0500000US19047","Crawford County, Iowa","88","78","62","66","0","16","0","16","0","16","0","16","0","16","34","50","5","7","1","2","14","19","0","16","8","13","0","16","0","16","0","16","26","23","0","16","0","16","0","16","3","7","0","16","15","20","0","16","0","16","0","16","0","16","8","13","0","16","0","16","0","16",
"0500000US19049","Dallas County, Iowa","185","174","137","114","39","59","0","24","0","24","0","24","0","24","5","10","0","24","29","46","46","49","0","24","18","25","0","24","0","24","0","24","48","70","0","24","0","24","0","24","0","24","0","24","0","24","0","24","42","69","0","24","0","24","5","8","1","3","0","24","0","24",
"0500000US19051","Davis County, Iowa","27","31","17","21","0","15","0","15","2","4","0","15","0","15","0","15","0","15","11","19","4","5","0","15","0","15","0","15","0","15","0","15","10","16","0","15","0","15","2","4","2","4","6","9","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19053","Decatur County, Iowa","22","21","20","21","0","15","0","15","0","15","0","15","0","15","0","15","0","15","20","21","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","0","15",
"0500000US19055","Delaware County, Iowa","19","23","2","3","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","17","23","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","17","23","0","16","0","16",
"0500000US19057","Des Moines County, Iowa","107","118","84","88","0","22","0","22","1","3","0","22","0","22","48","78","27","37","0","22","0","22","0","22","8","11","0","22","0","22","0","22","23","34","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","23","34","0","22","0","22","0","22","0","22",
"0500000US19059","Dickinson County, Iowa","4","6","2","3","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","0","16","2","5","0","16","0","16","0","16","0","16","0","16","1","6","0","16","0","16","0","16","1","2","0","16","0","16","0","16","0","16",
"0500000US19061","Dubuque County, Iowa","107","90","19","20","2","4","0","24","0","24","8","13","0","24","1","3","0","24","2","7","0","24","6","13","0","24","0","24","0","24","0","24","88","94","4","6","0","24","2","4","0","24","64","91","0","24","1","3","0","24","0","24","15","24","2","4","0","24","0","24","0","24",
"0500000US19063","Emmet County, Iowa","16","30","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","16","30","0","15","0","15","0","15","0","15","0","15","12","29","0","15","0","15","4","6","0","15","0","15","0","15","0","15","0","15",
"0500000US19065","Fayette County, Iowa","116","70","73","69","0","16","0","16","0","16","0","16","34","46","0","16","0","16","0","16","22","30","0","16","16","21","1","3","0","16","0","16","43","30","0","16","0","16","0","16","0","16","0","16","26","26","0","16","1","3","0","16","8","14","0","16","0","16","8","11","0","16",
"0500000US19067","Floyd County, Iowa","6","7","4","6","0","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","0","16","2","3","0","16","0","16","0","16","2","3","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","0","16","0","16",
"0500000US19069","Franklin County, Iowa","24","30","15","24","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","14","24","0","15","1","2","0","15","0","15","0","15","9","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","9","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19071","Fremont County, Iowa","3","4","1","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","4","0","15","0","15","0","15","2","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19073","Greene County, Iowa","23","26","17","23","3","5","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","14","22","0","15","0","15","0","15","6","8","0","15","3","5","0","15","0","15","0","15","3","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US19075","Grundy County, Iowa","31","32","3","6","0","16","0","16","0","16","0","16","0","16","0","16","0","16","3","6","0","16","0","16","0","16","0","16","0","16","0","16","28","32","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","28","32","0","16","0","16","0","16","0","16",
"0500000US19077","Guthrie County, Iowa","15","11","10","10","0","16","0","16","0","16","0","16","0","16","0","16","0","16","3","6","0","16","0","16","7","8","0","16","0","16","0","16","5","6","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1","2","1","2","1","2","1","2","1","2","0","16","0","16",
"0500000US19079","Hamilton County, Iowa","40","33","17","17","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","16","16","1","4","0","16","0","16","0","16","0","16","23","22","0","16","0","16","0","16","0","16","0","16","0","16","0","16","9","13","14","19","0","16","0","16","0","16","0","16","0","16",
"0500000US19081","Hancock County, Iowa","12","16","12","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","12","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19083","Hardin County, Iowa","154","74","131","61","8","11","15","22","7","10","9","12","0","16","40","33","0","16","0","16","24","27","28","27","0","16","0","16","0","16","0","16","23","18","0","16","8","9","0","16","9","12","0","16","0","16","0","16","6","7","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19085","Harrison County, Iowa","11","12","7","9","0","16","2","3","0","16","3","7","0","16","0","16","0","16","0","16","2","4","0","16","0","16","0","16","0","16","0","16","4","6","2","3","2","3","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19087","Henry County, Iowa","69","64","34","35","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","10","14","11","15","6","12","0","19","0","19","7","16","35","54","0","19","0","19","0","19","0","19","0","19","35","54","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US19089","Howard County, Iowa","29","27","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","29","27","0","15","0","15","0","15","0","15","0","15","0","15","5","9","0","15","0","15","0","15","0","15","24","25","0","15","0","15",
"0500000US19091","Humboldt County, Iowa","21","22","11","17","2","4","0","15","0","15","1","4","0","15","0","15","8","12","0","15","0","15","0","15","0","15","0","15","0","15","0","15","10","13","1","2","0","15","0","15","0","15","0","15","3","4","0","15","0","15","0","15","0","15","6","14","0","15","0","15","0","15",
"0500000US19093","Ida County, Iowa","5","7","1","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","4","0","15","0","15","4","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","6","0","15","0","15","0","15",
"0500000US19095","Iowa County, Iowa","13","14","11","13","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","11","13","0","16","0","16","0","16","0","16","0","16","2","6","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","6","0","16","0","16","0","16","0","16",
"0500000US19097","Jackson County, Iowa","38","43","1","2","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","1","2","0","16","0","16","37","43","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","37","43","0","16","0","16",
"0500000US19099","Jasper County, Iowa","34","21","34","21","0","22","0","22","0","22","0","22","0","22","1","2","0","22","1","2","9","13","4","9","14","12","0","22","5","9","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22",
"0500000US19101","Jefferson County, Iowa","132","162","63","76","34","45","0","16","0","16","0","16","0","16","0","16","0","16","29","43","0","16","0","16","0","16","0","16","0","16","0","16","69","96","34","45","0","16","0","16","0","16","0","16","0","16","0","16","35","59","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19103","Johnson County, Iowa","267","151","99","77","0","24","6","11","0","24","0","24","0","24","10","20","0","24","13","18","22","29","0","24","46","58","0","24","2","4","0","24","168","132","0","24","61","91","0","24","0","24","0","24","0","24","3","6","0","24","6","10","48","43","32","53","0","24","18","25","0","24",
"0500000US19105","Jones County, Iowa","44","39","41","38","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","16","31","5","10","20","22","0","19","0","19","0","19","3","5","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","3","5","0","19","0","19","0","19",
"0500000US19107","Keokuk County, Iowa","6","7","3","4","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","4","0","15","0","15","0","15","3","6","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","4","0","15","0","15","2","4","0","15","0","15",
"0500000US19109","Kossuth County, Iowa","30","26","14","18","1","2","0","16","0","16","0","16","0","16","0","16","0","16","4","5","9","16","0","16","0","16","0","16","0","16","0","16","16","13","0","16","0","16","14","12","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","3","0","16","0","16","0","16",
"0500000US19111","Lee County, Iowa","22","19","4","8","0","22","0","22","1","5","0","22","0","22","0","22","0","22","3","5","0","22","0","22","0","22","0","22","0","22","0","22","18","18","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","4","6","14","18","0","22","0","22","0","22",
"0500000US19113","Linn County, Iowa","671","335","381","200","0","24","88","90","62","80","5","8","7","12","11","19","68","72","25","37","23","25","81","83","5","7","6","10","0","24","0","24","290","168","0","24","74","85","30","25","11","20","0","24","67","70","9","16","11","26","50","45","20","18","8","9","8","13","2","4","0","24",
"0500000US19115","Louisa County, Iowa","25","27","25","27","0","16","0","16","0","16","0","16","4","6","0","16","4","6","0","16","0","16","8","11","9","13","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16",
"0500000US19117","Lucas County, Iowa","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15",
"0500000US19119","Lyon County, Iowa","6","8","4","6","0","16","0","16","0","16","0","16","0","16","0","16","4","6","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","4","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","2","4","0","16",
"0500000US19121","Madison County, Iowa","28","53","14","26","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","14","26","0","16","0","16","0","16","14","27","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","14","27","0","16","0","16","0","16",
"0500000US19123","Mahaska County, Iowa","30","32","22","30","0","19","0","19","0","19","0","19","0","19","22","30","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","8","10","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","1","2","0","19","0","19","7","9","0","19",
"0500000US19125","Marion County, Iowa","28","29","7","10","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","4","8","1","6","2","4","0","22","0","22","21","30","0","22","0","22","0","22","0","22","0","22","0","22","0","22","21","30","0","22","0","22","0","22","0","22","0","22","0","22",
"0500000US19127","Marshall County, Iowa","468","300","254","159","0","22","56","45","45","62","38","61","0","22","25","32","0","22","0","22","30","25","29","23","31","56","0","22","0","22","0","22","214","160","16","17","45","41","31","44","0","22","11","23","0","22","0","22","24","30","24","27","41","45","4","9","18","30","0","22","0","22",
"0500000US19129","Mills County, Iowa","18","18","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","18","18","0","16","0","16","0","16","0","16","0","16","10","13","0","16","0","16","8","14","0","16","0","16","0","16","0","16","0","16",
"0500000US19131","Mitchell County, Iowa","23","29","11","17","0","16","0","16","0","16","0","16","0","16","0","16","5","11","0","16","0","16","0","16","0","16","6","10","0","16","0","16","12","19","0","16","5","11","2","6","0","16","0","16","0","16","0","16","0","16","0","16","0","16","5","8","0","16","0","16","0","16",
"0500000US19133","Monona County, Iowa","56","60","25","31","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","3","24","30","0","15","0","15","0","15","0","15","31","32","0","15","0","15","0","15","3","6","0","15","0","15","0","15","0","15","0","15","23","30","5","13","0","15","0","15","0","15",
